AT,V,AP,RH,PE,cooks_distance
11.72,40.55,1021.54,85.13,470.8,1.592818373812485e-06
14.8,38.73,1003.18,80.73,467.54,4.6239218977249015e-05
12.31,41.06,1021.19,74.38,475.76,1.3525939896895992e-05
23.64,69.94,1005.2,64.53,439.66,8.362822016354276e-08
23.56,49.16,1003.31,66.98,445.36,7.966021250313574e-06
19.78,63.09,1019.01,78.39,448.34,1.396613605335891e-05
7.09,43.65,1019.6,72.1,483.42,6.709788471769354e-05
18.87,44.06,1013.42,68.78,451.4,3.1542907144847775e-05
12.87,39.3,1020.64,74.38,467.54,9.185985872149641e-06
21.7,49.02,1008.74,82.8,446.46,2.2046529802500094e-05
10.31,39.82,1012.87,88.71,480.61,7.407529332518284e-05
16.14,54.3,1017.93,65.68,460.73,1.7522385531659406e-07
27.71,54.2,1012.72,47.25,440.74,2.2638474837786325e-05
22.37,41.54,1013.74,72.21,459.06,4.125500317720711e-06
13.83,44.45,1021.5,68.75,462.6,2.326117273048036e-05
25.71,66.05,1018.58,66.23,444.35,1.7056669650501312e-07
12.54,40.1,1015.73,84.29,475.02,1.8465377845810318e-05
2.71,39.42,1026.66,81.11,489.3,3.482911730603334e-05
10.31,38.18,1018.02,70.1,476.31,6.072166210978078e-06
18.12,63.09,1019.32,89.21,449.65,2.5667879799971395e-05
13.98,39.18,1009.61,89.12,467.97,5.882046907605413e-06
22.53,74.87,1009.91,93.21,444.69,2.2070321190903095e-05
30.67,71.29,1008.36,52.08,430.28,6.515157057886502e-06
13.11,38.73,1005.89,89.02,473.38,8.98719990652879e-05
25.54,61.08,1013.77,69.64,448.57,4.97098097123765e-06
19.04,50.12,1010.53,100.09,446.59,8.553066928791319e-05
19.04,51.86,1018.05,79.01,458.64,2.1773863550823572e-07
25.14,73.67,1006.94,88.51,430.89,5.028071665124031e-05
31.44,79.74,1006.95,56.99,431.69,1.6545178439669048e-05
32.38,73.91,1004.05,61.69,430.17,4.37267707607205e-06
24.43,58.95,1017.18,57.73,441.4,3.449107947461416e-05
14.39,44.21,1019.77,85.7,465.03,2.3755367788747324e-06
24.4,69.94,1005.75,58.1,438.76,3.80167950064988e-07
18.6,58.71,1009.8,86.42,430.38,0.0002580105063351333
27.28,72.58,1009.21,89.96,431.27,3.1244054009894506e-05
11.44,40.55,1023.37,88.43,477.68,1.8867840308480528e-05
9.65,44.68,1022.9,98.08,476.71,1.460173209395142e-05
18.55,43.69,1016.84,47.95,465.2,1.527311974335194e-05
19.82,63.9,1013.19,78.96,449.61,5.913154834790605e-08
29.44,65.51,1014.82,56.49,445.67,3.154033107896479e-05
12.8,41.16,1022.43,86.19,462.72,6.0730343450790136e-05
10.55,41.92,1030.0,91.23,470.95,5.925368419735457e-05
11.58,39.69,1005.17,86.55,469.6,1.7607936537971607e-05
28.8,70.02,1010.76,49.61,435.45,1.1662210260512074e-06
15.89,43.96,1014.02,75.24,467.35,6.69178407637225e-06
16.75,42.23,1013.81,84.98,464.87,2.447365082899593e-06
10.0,39.66,1016.83,78.91,479.97,3.264156128491709e-05
25.85,67.69,1007.7,70.14,434.0,1.6197165321489e-05
10.62,39.64,1010.51,68.55,478.37,8.182194721090926e-05
28.31,64.79,1016.58,60.88,440.96,3.94939133370835e-07
28.87,57.19,1008.09,64.29,435.57,1.9564418894431902e-05
5.25,42.85,1013.75,89.67,477.78,7.701387080833455e-06
17.82,49.15,1020.73,70.25,457.35,1.0504431215452871e-05
22.68,70.47,1010.86,82.8,441.47,1.911012664347517e-06
25.1,43.77,1010.9,49.68,444.99,6.629528923165603e-05
23.88,67.9,1005.99,67.58,446.34,2.1197166215763003e-05
11.67,36.18,1016.03,61.44,472.76,5.180730347390878e-07
29.52,75.33,1002.62,70.64,433.39,1.2853283968801978e-05
25.56,74.67,1016.62,76.1,435.81,2.4151697858754423e-05
7.68,39.96,1023.73,87.48,477.84,1.1440310182364096e-09
28.67,69.14,1008.24,72.68,433.79,2.933086928065651e-06
13.21,41.2,1016.63,74.1,474.26,1.6848721132746435e-05
33.75,64.96,1002.54,39.28,432.62,1.384867363757965e-05
24.49,65.46,1015.77,44.95,445.27,1.9342208487157195e-08
21.54,58.12,1015.33,78.67,454.32,3.270904217926064e-06
12.84,39.54,1011.47,89.86,468.22,7.06188646593737e-07
10.39,40.22,1004.95,91.65,476.49,0.00013951242452376578
24.45,65.12,1015.92,57.19,445.01,2.0934610729256496e-07
10.23,42.07,1017.93,91.1,475.14,8.063249716666798e-06
24.97,68.61,1011.08,58.94,447.83,2.5053373919577283e-05
25.65,69.45,1013.95,50.42,436.24,2.7597345039195935e-05
23.29,65.61,1014.81,70.27,447.67,1.1679313058408285e-06
19.16,43.43,1012.36,72.59,451.0,3.278421317672831e-05
26.6,61.41,1012.35,54.42,451.4,3.9987027737756186e-05
23.19,67.07,1005.67,65.19,442.45,2.602888167694473e-07
13.51,44.9,1019.29,77.24,464.86,3.5029629801632433e-06
22.19,60.37,1008.45,92.43,440.75,3.1115412412292646e-05
27.39,66.93,1017.16,53.75,441.04,9.957705543475175e-07
8.27,40.69,1020.13,86.1,484.97,7.11928371904077e-05
24.31,58.62,1017.29,64.44,449.12,8.546302257245805e-09
25.31,60.75,1008.65,79.35,437.33,1.8979604079015402e-05
31.16,69.88,1007.01,68.28,433.24,6.160168103152727e-07
25.03,61.86,1012.84,80.85,439.55,1.539181557313214e-05
18.94,48.7,1008.5,94.83,451.38,1.4709690285149517e-05
6.89,43.65,1019.87,72.77,484.0,7.243060672420957e-05
22.72,63.73,1012.63,82.14,448.56,2.038875019455063e-06
5.98,39.61,1017.27,84.86,482.17,2.2070504131144765e-05
9.45,43.5,1018.89,84.29,476.1,8.856393794281858e-06
19.79,44.9,1008.66,72.68,455.59,2.4995063236073445e-07
23.48,51.43,1007.13,84.83,441.78,3.88327179354636e-05
18.59,41.1,1001.93,58.16,459.72,2.0307409386565392e-05
13.18,43.72,1010.59,99.09,464.7,2.488892682641624e-10
20.36,60.1,1011.21,84.79,454.25,8.05528906296305e-06
8.29,36.08,1020.38,81.53,483.26,2.7304801021842607e-05
17.44,45.01,1013.65,75.13,456.08,8.217996843670236e-06
23.83,50.32,1008.41,72.23,445.17,1.023493567505156e-05
9.86,43.56,1015.13,74.89,481.87,8.547695425961342e-05
13.66,41.67,1013.43,80.56,469.17,3.898343652824664e-06
8.75,40.22,1008.96,90.53,482.8,0.00017472096641112865
31.84,77.95,1014.9,55.35,433.28,4.0695671826994185e-06
11.82,41.74,1022.36,74.06,476.21,1.3386284626939087e-05
9.26,39.61,1021.18,84.58,480.38,2.0662561138047262e-05
25.21,46.21,1010.87,59.35,439.55,0.00011520070382718303
26.1,63.56,1013.12,61.0,442.75,1.0466383895804348e-07
23.59,59.43,1009.96,65.8,440.61,1.1802193682216283e-05
14.02,41.78,1011.26,48.62,465.87,7.381007128978962e-07
6.58,40.67,1020.18,71.07,494.84,0.0003310273755362903
8.07,41.01,1023.26,97.5,474.09,8.768229806262739e-06
21.84,59.07,1008.84,96.5,448.61,5.83593806216063e-07
26.06,49.02,1007.59,74.08,437.9,7.725683053511992e-05
20.56,64.45,1012.24,53.09,458.97,9.577139030291465e-05
4.96,39.4,1003.58,92.22,486.09,0.0004341872562487898
10.33,41.44,1015.24,86.72,478.79,3.849667058329734e-05
28.29,61.86,1011.87,64.17,438.25,3.994880744582032e-06
16.77,45.01,1013.47,81.42,458.22,4.156154109246238e-06
17.98,56.85,1012.28,84.52,448.71,1.415644983674736e-05
24.86,44.05,1005.69,66.65,447.2,8.287266542085433e-06
15.6,41.7,1019.15,84.1,461.38,1.6832242243229664e-05
12.75,40.64,1020.44,83.17,466.93,9.008516111422294e-06
16.1,36.71,1013.58,74.41,471.46,2.309606931105279e-05
28.95,73.4,1011.33,55.14,440.67,2.5903617703269207e-05
30.85,68.94,1007.31,68.99,426.1,3.833193845398811e-05
32.51,69.98,1011.92,49.45,428.37,2.256447809460399e-05
28.45,69.23,1013.07,39.46,436.96,2.623587194581271e-06
21.05,58.33,1013.14,66.34,447.66,3.4223000086048737e-06
31.61,69.04,1008.11,47.96,439.19,4.241669222635018e-05
14.46,42.86,1031.34,69.84,464.44,0.00013502728128778868
7.24,41.17,1020.35,80.56,486.76,9.098091170386979e-05
8.88,36.3,1015.27,56.96,478.7,2.2603890095011392e-05
19.09,42.44,1012.93,63.59,461.84,2.5227205772148105e-06
17.12,49.5,1014.79,87.03,463.39,6.023377134686826e-06
20.13,47.03,1012.59,83.03,459.15,3.6243702171173287e-06
21.53,59.8,1016.46,74.72,454.99,5.896969189942952e-06
12.16,40.81,1025.79,70.97,476.63,1.1552182434832671e-05
18.8,44.78,1009.65,46.0,462.79,3.39827946725427e-05
24.42,63.07,1011.49,67.39,444.72,7.116661402139132e-09
24.54,57.85,1013.02,65.61,444.93,2.0216304461736197e-06
4.69,39.42,1024.58,79.35,486.34,2.7808385570506375e-05
30.33,70.36,1006.72,70.31,438.47,2.356814341984181e-05
5.24,38.68,1018.03,78.65,486.67,6.418714556476955e-05
27.21,67.45,1013.83,43.26,436.47,2.1518599604190903e-05
30.75,71.22,1006.47,48.06,437.96,3.7047342520815116e-05
22.35,57.76,1017.92,68.18,453.74,1.8593817657594207e-06
22.63,58.49,1010.94,72.7,448.38,5.159969051535039e-09
33.34,69.88,1007.65,42.72,437.84,7.482115487377524e-05
23.07,49.02,1009.07,84.1,444.22,3.466906425274609e-05
14.28,42.74,1028.79,70.67,467.22,3.08407305027088e-05
11.32,36.18,1015.03,64.68,472.67,4.164019509788824e-07
25.21,70.04,1009.51,76.13,432.93,3.0235667291705833e-05
12.01,41.48,1017.75,66.67,469.08,7.056071477866402e-07
16.69,43.52,1021.78,80.87,460.51,2.0723980341715014e-05
27.66,59.21,1013.12,51.58,438.57,1.8085809134946907e-05
10.36,41.46,1017.53,92.04,478.27,3.087375888968285e-05
23.15,66.48,1003.71,76.0,435.62,2.8520184543103344e-05
7.55,42.85,1011.21,93.25,484.93,0.00019591021221820076
30.7,74.22,1008.12,50.39,432.51,8.581690466415543e-07
30.95,73.06,1008.86,74.86,431.77,3.225376949416897e-08
17.9,52.08,1006.41,100.09,451.94,6.272993539576133e-06
35.2,73.56,1006.56,45.72,434.37,9.029887622509615e-05
9.6,37.73,1021.87,77.75,481.03,2.1156562168564526e-05
23.95,59.92,1010.15,86.37,435.92,6.130549361633801e-05
30.2,74.34,1004.17,74.77,431.77,2.2337213507548292e-06
14.45,52.75,1023.97,63.59,459.85,3.190741889406879e-05
15.21,50.88,1014.24,100.11,460.56,9.931625172837403e-08
13.56,40.03,1017.73,83.76,472.59,7.839949256132321e-06
18.88,65.94,1010.43,85.54,445.61,8.772227614380918e-06
18.58,64.45,1009.68,67.57,444.28,2.122267593151025e-05
24.88,52.36,1014.45,68.39,452.31,3.3025313096719276e-06
17.32,45.0,1022.19,40.45,469.38,4.318017800117634e-05
20.51,42.23,1013.25,71.83,461.78,7.088126970189558e-06
13.08,42.32,1016.63,83.72,462.41,1.478638495438468e-05
16.25,58.86,1015.94,86.52,456.49,2.5515636935546884e-07
14.26,44.47,1028.11,66.81,465.22,4.475521570810955e-05
24.78,50.78,1008.81,62.97,443.98,1.2247109420081045e-05
15.79,44.89,1010.19,84.61,458.09,5.4150731553704e-06
9.34,40.77,1012.14,90.81,477.36,3.526084460908958e-05
11.75,71.14,1019.36,75.68,466.56,0.0001491053391101277
22.64,58.66,1011.68,60.97,449.79,6.048815066114711e-07
21.28,70.32,1011.06,90.12,439.0,3.431406517137265e-05
8.28,40.56,1023.29,79.44,486.4,8.83633376379238e-05
25.6,73.67,1005.78,84.82,433.25,1.0756120098971068e-05
14.72,38.91,1015.17,61.75,468.87,2.3855542171527725e-06
12.99,43.8,1023.16,64.65,466.95,1.0648078286425386e-05
26.5,66.75,1018.48,61.62,431.23,0.00013543388786496876
24.22,71.14,1009.38,64.53,438.88,1.908932797171921e-06
11.74,40.71,1020.64,82.15,470.05,2.037464784001779e-06
24.97,54.2,1012.68,74.25,439.71,3.456000611694093e-05
5.49,38.5,1012.18,79.33,490.84,0.00026808017405064165
21.53,58.05,1012.9,87.57,447.93,3.2549213492033068e-06
29.84,58.9,1005.24,56.18,440.93,9.52671149934699e-06
21.53,70.02,1010.33,95.95,440.93,1.3860912586670746e-05
28.83,72.43,1006.69,67.04,428.85,1.7892522571267584e-05
25.28,67.69,1009.05,68.54,445.34,1.0970202828309009e-05
4.95,42.07,1004.87,80.88,485.67,0.0004144689213704273
28.9,60.07,1015.96,45.06,440.62,6.108982425877832e-06
21.37,81.56,1006.57,81.56,434.38,2.6230233180412622e-05
30.36,71.8,1010.9,63.27,437.4,8.173702804671481e-06
23.25,72.99,1009.17,89.85,438.51,5.094612884711709e-06
18.37,58.96,1015.5,67.79,460.25,1.2889378889323873e-05
16.58,44.68,1021.5,83.38,458.87,3.03126799218484e-05
32.91,73.56,1007.02,55.03,434.03,2.575752705171229e-05
26.31,71.29,1009.87,84.16,432.92,2.5185542266326288e-05
4.61,40.27,1012.32,77.28,492.85,0.0003837604199783331
12.8,44.9,1007.58,66.6,466.95,1.2276129939184515e-05
21.88,59.39,1015.58,87.19,442.92,3.750028405359208e-05
30.84,66.75,1017.54,40.69,432.03,6.960380339259051e-05
21.49,68.28,1004.68,80.64,438.0,2.2606288998745128e-05
26.45,47.43,1008.87,53.25,442.12,4.059927804317761e-05
19.22,65.06,1015.05,82.5,446.98,1.0053839410649203e-05
24.0,58.05,1011.28,74.32,447.16,4.855490715241868e-09
33.83,67.9,1005.94,29.86,428.12,8.105653250148508e-06
17.95,59.15,1012.73,84.27,449.14,1.0108218950035152e-05
21.71,65.27,1013.24,63.58,444.91,3.2304751247437714e-06
11.11,37.5,1013.68,73.67,473.32,3.6693490276142e-06
22.86,47.43,1009.75,61.54,452.53,4.7927340915639624e-08
25.53,59.57,1010.65,82.04,445.59,8.558646872256406e-07
15.33,52.05,1014.15,80.56,452.82,1.941064589029132e-05
30.54,70.17,999.42,64.32,434.62,3.165293243265831e-05
16.37,53.16,1014.89,74.84,459.52,6.116383206069011e-08
21.67,69.71,1010.46,96.83,440.16,2.1899734726090428e-05
32.26,71.29,1008.41,48.58,431.96,5.442938285775341e-07
27.57,69.84,1004.91,68.37,426.6,6.033839770561845e-05
18.03,53.16,1013.1,81.42,457.73,5.029789979061719e-07
13.86,35.71,1015.21,63.16,471.63,4.3272425748083594e-06
7.98,40.77,1008.69,98.65,480.72,0.00013634333977727696
21.38,44.05,1005.69,81.66,445.71,6.566910622554596e-05
24.47,70.94,1008.07,81.55,436.29,9.447556768011179e-06
13.5,41.44,1015.72,68.36,471.34,7.771508928050146e-06
21.82,58.66,1011.71,64.37,452.16,2.453782053557216e-06
24.54,58.66,1011.63,57.62,448.11,1.3414479468317237e-06
24.44,72.99,1008.38,91.66,435.47,1.5250707277105787e-05
24.74,63.87,1016.91,55.65,447.02,5.082427213559371e-07
23.03,59.04,1011.85,81.24,444.85,3.852641658556205e-06
19.7,43.79,1015.93,47.39,464.41,2.4253522470568453e-05
25.71,52.84,1006.32,53.29,445.54,8.105164438575012e-09
20.28,57.25,1010.12,88.42,452.03,6.691942113829536e-07
25.41,69.14,1006.4,87.4,436.59,4.397934215879259e-06
10.38,37.73,1021.5,75.02,475.02,9.78016121782537e-10
18.71,39.39,1014.09,62.82,465.57,9.962665766414806e-06
15.21,52.75,1024.32,61.11,458.84,3.840282382006459e-05
16.96,44.9,1020.5,77.53,458.1,2.3023980361716906e-05
13.65,42.74,1026.58,71.48,468.87,7.690580245459798e-06
13.73,41.92,1031.01,64.92,466.29,0.00011054726183906766
19.51,44.05,1008.52,78.38,451.7,1.776453306110245e-05
20.86,51.3,1012.03,92.46,449.67,1.1709517407754063e-05
24.04,51.95,1006.13,73.92,450.07,4.695610237671672e-06
32.5,73.68,1014.65,55.72,427.63,2.7240646280876702e-05
17.74,44.2,1018.87,58.59,454.37,5.9737439807832345e-05
12.9,43.41,1015.92,59.15,464.26,9.574024817723148e-06
15.04,38.01,1022.46,78.29,468.12,3.584338202727423e-06
18.88,40.79,1004.98,92.65,459.06,4.534289713132918e-06
8.51,39.66,1015.16,86.61,483.54,7.29589622084666e-05
25.14,69.13,1011.15,85.67,433.95,4.100795122524884e-05
23.56,67.79,1010.14,89.72,441.29,2.153630936904025e-06
8.4,38.5,1013.67,69.13,486.5,0.00016963116723191026
17.63,40.55,1002.27,73.42,462.13,2.8946538630499524e-05
17.51,53.16,1013.13,82.86,457.45,5.946546094695507e-08
25.8,71.58,1010.08,85.14,435.2,1.1685188614404652e-05
7.82,40.72,1022.17,88.13,481.52,2.1508732758682678e-05
15.49,42.07,1018.01,78.07,460.32,1.6052214921826085e-05
14.97,43.67,1011.13,87.33,465.54,3.73943971746694e-06
25.6,59.15,1013.31,67.02,441.11,8.459305695813127e-06
29.0,69.68,1012.78,66.09,442.79,2.057015520532587e-05
21.48,47.43,1006.88,63.54,449.2,9.126330319591621e-06
13.48,40.73,1017.59,94.81,463.6,2.0215653398528726e-05
29.42,71.32,1002.26,67.13,437.47,3.421173509406552e-05
24.63,59.57,1010.45,85.36,440.67,1.3550868455228383e-05
32.77,71.32,1007.68,42.39,436.95,5.73103527401757e-05
24.19,68.94,1007.37,70.83,439.52,7.750986899281754e-07
10.91,42.34,1021.83,94.99,470.91,2.369565184648571e-06
24.43,60.07,1015.59,59.99,444.71,4.166169250157904e-06
23.86,59.21,1013.02,73.6,441.22,1.292273042332701e-05
8.07,43.69,1017.05,87.34,485.18,0.00011093343759475446
27.21,68.12,1012.96,54.69,435.2,1.661798505789657e-05
27.75,66.54,1010.21,46.37,437.58,2.010235393332615e-06
25.9,48.92,1009.82,35.42,443.8,4.2490983461921846e-05
8.72,40.02,1031.32,78.09,477.86,8.331185954594803e-06
9.82,41.26,1007.71,96.69,478.02,0.00012544930772802766
31.23,75.08,1004.93,46.19,439.14,0.0001305638436834621
24.94,74.33,1014.3,75.34,435.21,2.444969551418688e-05
7.16,38.56,1019.17,70.1,486.12,8.009741053644237e-05
18.15,41.67,1012.75,52.69,464.44,1.0956774275673473e-05
26.12,66.75,1017.86,79.02,433.67,9.628501350211732e-05
23.47,69.71,1009.66,88.83,442.23,9.173261059307522e-08
14.5,39.0,1017.04,75.75,465.32,4.070678813105963e-06
14.84,43.69,1016.31,68.67,472.07,2.062249672851462e-05
12.31,37.73,1023.3,63.01,472.08,2.9111358140966724e-06
10.05,40.71,1015.51,84.21,471.68,8.465924243585713e-09
27.14,75.23,1011.47,63.14,439.33,7.068755549459839e-06
27.02,61.86,1012.38,70.28,442.67,6.6955226704934825e-09
24.44,69.84,1005.34,80.37,430.3,6.856054011224918e-05
14.91,46.9,1019.59,98.1,461.73,1.1820573988102008e-05
22.77,59.92,1009.67,94.09,437.9,7.32473265278629e-05
9.27,40.22,1008.1,89.24,481.23,0.00016127250598051135
27.0,73.17,1009.82,64.43,434.94,2.357874077807031e-06
22.63,58.41,1013.69,90.32,445.43,1.107519591709509e-05
16.87,52.05,1012.7,71.63,460.31,1.500055060588133e-06
7.26,40.69,1020.43,90.22,474.91,2.768676677377005e-06
11.83,43.14,1010.06,88.14,471.98,2.4703554003158483e-05
22.47,47.45,1007.62,76.65,447.14,1.4965305400127157e-05
24.09,63.94,1017.59,51.02,442.92,1.7345444333493997e-05
16.09,44.71,1017.86,42.74,464.95,4.882444396219731e-07
12.5,41.38,1021.87,57.59,474.4,1.0881525207487059e-05
14.59,42.44,1012.7,83.92,470.86,1.942705119025077e-05
13.21,40.03,1018.12,82.98,469.75,6.044465236469766e-08
19.72,44.78,1009.27,39.18,464.54,0.00011522971647583572
24.01,42.48,1011.39,55.1,453.12,5.605103512371561e-07
18.7,52.72,1024.84,57.72,458.06,1.0351553162854717e-05
7.19,38.91,1016.53,88.61,486.05,8.567801328051247e-05
25.15,68.61,1011.03,53.59,447.91,3.378190052347781e-05
26.93,67.07,1005.65,60.26,437.76,3.225703548961388e-10
26.6,61.02,1010.26,66.16,436.19,1.7091566432181805e-05
29.15,69.48,1008.68,55.78,430.54,1.823604506913924e-05
26.37,70.79,1005.31,77.3,428.5,5.4725179387805624e-05
29.1,70.4,1003.97,77.57,430.98,4.4931526386251924e-06
27.58,73.06,1009.63,88.31,438.1,5.655753211274935e-06
9.37,40.11,1024.94,75.03,471.13,3.181684703241328e-05
22.07,58.95,1017.98,75.83,442.4,4.364697453324263e-05
14.72,39.0,1016.42,76.42,464.93,3.684442434140395e-06
30.36,69.82,1010.02,54.22,439.05,1.5738195043373607e-05
18.13,60.1,1009.67,84.75,455.82,8.545890663760996e-06
26.75,56.57,1013.76,57.93,443.92,2.0917576044126367e-06
11.48,44.58,1016.43,80.15,478.53,4.6196135159264636e-05
23.07,65.46,1014.07,46.77,446.19,5.933668022196489e-09
32.16,68.14,1004.86,37.77,429.64,4.65244831938145e-06
28.92,61.02,1011.19,56.13,436.76,9.027740687722998e-06
24.32,71.14,1011.71,71.65,435.34,2.296156099958015e-05
9.3,38.18,1017.19,71.51,480.14,2.724736270976036e-05
23.27,64.15,1020.98,71.18,452.26,8.365933445701934e-06
27.1,73.21,1002.97,89.68,430.87,1.1805459502716118e-05
26.36,54.5,1015.35,66.87,451.81,1.1145194538896063e-05
16.32,43.5,1021.3,72.6,460.07,2.3044664532976876e-05
8.81,43.14,1012.46,73.99,481.56,0.00010636925984595471
22.21,61.87,1010.9,54.22,446.62,3.9873234058893294e-07
10.55,41.55,1005.02,63.24,473.99,0.00010712628345887794
12.36,45.09,1013.05,88.4,467.2,6.817499774389774e-07
11.82,41.26,1020.74,178.74161254037358,466.95,0.00018939758457906368
22.86,62.4,1010.59,78.24,445.66,9.634899784295706e-08
18.15,58.46,1017.42,88.24,449.48,2.666256088625235e-05
26.3,77.95,1009.45,78.72,437.95,8.11064098446044e-06
8.56,40.71,1021.27,95.87,471.58,1.592960497559134e-05
24.01,46.93,1013.3,52.24,448.35,1.8659583326779467e-05
19.08,44.63,1020.14,43.36,459.81,8.064018486775895e-06
9.55,41.44,1015.07,85.94,481.75,6.618782471714998e-05
9.13,39.16,1014.14,86.17,484.86,0.00010767258497929781
17.79,45.01,1015.71,67.13,454.4,2.1127091248167143e-05
25.89,58.86,1014.16,52.95,445.17,3.8991742014263357e-07
23.56,49.16,1002.54,69.07,443.02,2.6006911608985762e-05
16.0,43.34,1013.89,78.39,462.33,3.123293373342201e-07
25.06,62.39,1008.09,82.56,438.31,1.1746955771287766e-05
4.08,35.19,1018.87,97.07,489.44,7.206472477189774e-05
29.77,69.48,1009.8,52.6,432.69,5.625159225051835e-06
10.51,44.78,1012.59,85.29,474.77,2.8760876541176196e-05
14.82,42.74,1028.04,69.81,466.34,2.8578145647162635e-05
26.67,59.44,1012.01,58.83,441.29,3.510145401191791e-06
33.7,68.27,1007.16,50.41,427.4,1.0065045216622436e-05
7.18,38.56,1016.49,70.37,487.63,0.00013485788717525709
18.89,58.66,1010.96,84.07,453.33,5.102185524204426e-07
17.44,44.88,1018.05,68.35,465.72,4.384254572136481e-06
26.96,73.68,1013.81,84.77,429.48,8.662766223013203e-05
22.49,69.84,1006.78,73.76,437.57,1.4774282894947073e-05
20.98,60.1,1011.07,79.44,450.95,8.609356252161938e-07
8.09,43.02,1014.79,81.06,484.35,0.00010939059519057783
19.19,63.31,1016.88,66.58,453.16,2.608751023603374e-07
5.68,40.77,1022.49,90.6,487.58,8.031286316776509e-05
15.2,39.0,1016.1,72.76,463.88,5.123722659450192e-06
15.47,48.98,1016.42,89.85,457.55,1.2332869250103558e-05
7.19,41.39,1018.12,90.76,486.35,0.00010200192031460137
23.73,61.02,1009.71,78.7,442.22,4.270454293538131e-06
10.78,41.93,1015.56,95.71,478.88,5.965473848777582e-05
27.04,65.06,1013.33,52.37,439.84,2.4640730034577513e-06
24.41,69.48,1008.34,76.13,435.38,1.6918822701784982e-05
25.63,72.99,1008.2,86.8,436.64,8.891737644236577e-07
27.01,43.21,1011.71,77.84,434.09,0.00038774637690051824
6.22,38.68,1017.87,69.41,483.55,3.8953687339440434e-05
27.77,63.87,1017.97,38.77,444.06,7.522229674337903e-07
19.6,48.14,1013.18,68.71,456.57,5.000455511026592e-08
26.7,49.02,1007.68,67.97,438.92,5.2985135754115735e-05
21.61,64.63,1020.86,69.73,451.02,1.8155258761885125e-08
18.43,56.03,1020.41,60.55,465.17,3.988000908652577e-05
27.58,57.19,1007.88,52.95,435.7,3.5103110606110655e-05
18.58,44.6,1016.61,48.15,459.06,4.980798959294257e-06
24.26,66.44,1011.33,55.32,445.63,3.5090027667517988e-06
12.23,41.58,1018.76,87.66,464.45,1.9714220562735137e-05
26.38,71.58,1011.02,80.9,434.26,1.467262741146559e-05
5.28,45.87,1008.25,97.88,479.91,0.0001286702378770846
23.21,62.44,1011.78,76.66,442.47,5.296772339966243e-06
9.16,41.03,1021.3,76.08,484.96,8.161966012734419e-05
30.68,73.67,1005.63,57.05,429.64,1.252065609884167e-06
30.34,75.08,1005.32,52.97,437.26,5.131660827915075e-05
18.35,62.1,1019.97,78.36,455.29,1.5766698670776106e-08
